Variable,Missing value %,Label
sgrq05,88.3404864091559,
sgrq12,88.3404864091559,
sgrq13,88.3404864091559,
sgrq47,88.3404864091559,
sgrq50,88.3404864091559,
sleep6,88.3404864091559,
psqidurat,88.3404864091559,
psqilaten,88.3404864091559,
PAININ8_SF,88.3047210300429,
facit_06,88.3047210300429,
psqi06,88.3047210300429,
psqi13,88.3047210300429,
sgrq18,88.3047210300429,
PAININ14_SF,88.2689556509299,
facit_15,88.2689556509299,
psqi07,88.2689556509299,
psqi08,88.2689556509299,
psqi11,88.2689556509299,
sgrq14,88.2689556509299,
sgrq41,88.2689556509299,
bclinpt43_8192,88.2331902718169,
bclinpt43_4096,88.2331902718169,
bclinpt43_2048,88.2331902718169,
bclinpt43_1024,88.2331902718169,
bclinpt43_512,88.2331902718169,
bclinpt43_256,88.2331902718169,
bclinpt43_128,88.2331902718169,
bclinpt43_64,88.2331902718169,
bclinpt43_32,88.2331902718169,
bclinpt43_16,88.2331902718169,
bclinpt43_8,88.2331902718169,
bclinpt43_4,88.2331902718169,
bclinpt43_2,88.2331902718169,
bclinpt43_1,88.2331902718169,
facit_30,88.2331902718169,
facit2_06,88.2331902718169,
psqi09,88.2331902718169,
psqi10,88.2331902718169,
sgrq16,88.2331902718169,
sgrq25,88.2331902718169,
sgrq30,88.2331902718169,
sgrq31,88.2331902718169,
sgrq32,88.2331902718169,
sgrq40,88.2331902718169,
sgrq42,88.2331902718169,
Global05,88.1974248927039,
PAINBE3_SF,88.1974248927039,
PAINBE25_SF,88.1974248927039,
PAINBE45_SF,88.1974248927039,
facit_20,88.1974248927039,
psqi14,88.1974248927039,
sgrq01,88.1974248927039,
sgrq10,88.1974248927039,
sgrq15,88.1974248927039,
sgrq20,88.1974248927039,
sgrq46,88.1974248927039,
sgrq53,88.1974248927039,
Global03,88.1616595135909,
Global04,88.1616595135909,
facit_21,88.1616595135909,
psqi05,88.1616595135909,
sgrq08,88.1616595135909,
sgrq17,88.1616595135909,
sgrq23,88.1616595135909,
sgrq24,88.1616595135909,
sgrq27,88.1616595135909,
sgrq28,88.1616595135909,
sgrq29,88.1616595135909,
sgrq33,88.1616595135909,
sgrq39,88.1616595135909,
sgrq48,88.1616595135909,
sgrq49,88.1616595135909,
sgrq51,88.1616595135909,
sgrq52,88.1616595135909,
sgrq_imp_r,88.1616595135909,
sgrq_tot_r,88.1616595135909,
Global02,88.1258941344778,
facit_10,88.1258941344778,
facit_19,88.1258941344778,
sgrq03,88.1258941344778,
sgrq04,88.1258941344778,
sgrq22,88.1258941344778,
sgrq26,88.1258941344778,
sgrq43,88.1258941344778,
sgrq44,88.1258941344778,
sgrq_act_r,88.1258941344778,
Global06,88.0901287553648,
facit_23,88.0901287553648,
facit_26,88.0901287553648,
facit_45,88.0901287553648,
sgrq02,88.0901287553648,
sgrq06,88.0901287553648,
sgrq21,88.0901287553648,
sgrq34,88.0901287553648,
sgrq45,88.0901287553648,
Global07,88.0543633762518,
Global09,88.0543633762518,
PAINBE8_Bank,88.0543633762518,
PAININ9_Bank,88.0543633762518,
sgrq19,88.0543633762518,
sgrq_sx_r,88.0543633762518,
GeneralHealth,88.0185979971388,
Global08,88.0185979971388,
EDANG30_Bank,88.0185979971388,
Global10,87.9828326180258,
mmrc,87.9828326180258,
sf_ang8,87.9828326180258,
nvalid_ang,87.9828326180258,
sf_painbe7,87.9828326180258,
nvalid_painbe,87.9828326180258,
sf_painin6,87.9828326180258,
nvalid_painin,87.9828326180258,
nvalid_ph,87.9828326180258,
ph_t,87.9828326180258,
nvalid_mh,87.9828326180258,
mh_t,87.9828326180258,
EDDEP41_Bank,87.8397711015737,
EDDEP41_SF,87.4821173104435,
EDDEP06_Bank,86.480686695279,
EDANX30_Bank,86.3018597997139,
EDDEP36_SF,85.7653791130186,
PFA42_Bank,85.2646638054364,
EDDEP22_SF,85.2288984263233,
PFA53_Bank,84.7997138769671,
EDDEP04_Bank,84.620886981402,
EDDEP17_SF,82.689556509299,
PFC36_Bank,81.0085836909871,
SRPSAT20_SF,80.1144492131617,
SRPSAT50_SF,80.1144492131617,
EDANX07_Bank,79.2560801144492,
SRPSAT07_Bank,79.0772532188841,
SRPSAT47_Bank,78.79113018598,
SRPSAT48_SF,78.6123032904149,
SRPSAT25_SF,78.4334763948498,
SRPSAT52_Bank,78.2904148783977,
SRPSAT06_SF,77.6466380543634,
EDANX05_Bank,77.6108726752504,
EDANX54_SF,77.5393419170243,
SRPSAT39_SF,77.4320457796853,
bclinpt20,77.3247496423462,
SRPSAT51_SF,76.931330472103,
SRPSAT10_SF,76.5736766809728,
PROMISDepressionBankv1_SE,76.2875536480687,
PROMISDepressionBankv1_Theta,76.2875536480687,
HI7_Bank,76.2875536480687,
EDDEP05_SF,75.9298998569385,
EDDEP29_Bank,75.6795422031474,
sf_dep8,75.6437768240343,
nvalid_dep,75.6437768240343,
SRPSAT24_Bank,75.5722460658083,
SRPSAT05_Bank,75.5007153075823,
SRPSAT23_Bank,75.5007153075823,
PROMISSocialSatDSABankv1_SE,75.4291845493562,
